taxon_oid,seq_id,combinedName,protacc,idPercent,len,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore taxid,complet_lineage,complete_taxid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,Order,Family,Genus,Species,Latitude,Longitude,Genome Size   * assembled,Gene Count   * assembled,Unnamed: 15
3300012353,Ga0137367_10771707,AllrenameHeader_data2.fa-split-17.fasta.blastout.taxid_serveur_lineage:Ga0137367_10771707_3300012353:1-668,EF014401.1,87.256,667,68,10,1,664,2782,3434,0.0,745 27381 27381,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Funneliformis;Funneliformis mosseae;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1117308;27381;,*Microbiome,Permanent Draft,"Vadose zone soil and rhizosphere microbial communities from the  Eel River Critical Zone Observatory, Northern California to study diel carbon cycling","Vadose zone soil microbial communities from Sagehorn Ranch, Mendocino, California, USA - Sage1_L_80_16 metaG",DOE Joint Genome Institute (JGI),3300012353,Soil,Unclassified,Unclassified,"Vadose zone soil and rhizosphere microbial communities from the  Eel River Critical Zone Observatory, Northern California to study diel carbon cycling",39.5673,-123.4758,1903318620,3620314,
3300012358,Ga0137368_10053521,AllrenameHeader_data2.fa-split-17.fasta.blastout.taxid_serveur_lineage:Ga0137368_10053521_3300012358:3296-3364,KC164356.1,100.0,68,0,0,1,68,5724,5791,8.14e-26,126 658196 658196,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Glomus;Glomus cerebriforme;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;4875;658196;,*Microbiome,Permanent Draft,"Vadose zone soil and rhizosphere microbial communities from the  Eel River Critical Zone Observatory, Northern California to study diel carbon cycling","Vadose zone soil microbial communities from Sagehorn Ranch, Mendocino, California, USA - Sage1_L_100_16 metaG",DOE Joint Genome Institute (JGI),3300012358,Soil,Unclassified,Unclassified,"Vadose zone soil and rhizosphere microbial communities from the  Eel River Critical Zone Observatory, Northern California to study diel carbon cycling",39.5673,-123.4758,1733188791,3237415,
3300012358,Ga0137368_10441040,AllrenameHeader_data2.fa-split-17.fasta.blastout.taxid_serveur_lineage:Ga0137368_10441040_3300012358:1-848,EF014401.1,85.697,846,83,27,1,841,99,911,0.0,857 27381 27381,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Funneliformis;Funneliformis mosseae;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1117308;27381;,*Microbiome,Permanent Draft,"Vadose zone soil and rhizosphere microbial communities from the  Eel River Critical Zone Observatory, Northern California to study diel carbon cycling","Vadose zone soil microbial communities from Sagehorn Ranch, Mendocino, California, USA - Sage1_L_100_16 metaG",DOE Joint Genome Institute (JGI),3300012358,Soil,Unclassified,Unclassified,"Vadose zone soil and rhizosphere microbial communities from the  Eel River Critical Zone Observatory, Northern California to study diel carbon cycling",39.5673,-123.4758,1733188791,3237415,
3300012532,Ga0137373_10024876,AllrenameHeader_data2.fa-split-17.fasta.blastout.taxid_serveur_lineage:Ga0137373_10024876_3300012532:2203-2638,FN377858.1,98.87,354,2,2,84,435,38,391,1.5699999999999996e-176,630 351064 351064,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Glomus;unclassified Glomus;Glomus sp. ISCB34;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;4875;186924;351064;,*Microbiome,Permanent Draft,"Vadose zone soil and rhizosphere microbial communities from the  Eel River Critical Zone Observatory, Northern California to study diel carbon cycling","Vadose zone soil microbial communities from Sagehorn Ranch, Mendocino, California, USA - Sage1_R_80_16 metaG",DOE Joint Genome Institute (JGI),3300012532,Soil,Unclassified,Unclassified,"Vadose zone soil and rhizosphere microbial communities from the  Eel River Critical Zone Observatory, Northern California to study diel carbon cycling",39.5673,-123.4758,2179858532,4021147,
3300012532,Ga0137373_10192597,AllrenameHeader_data2.fa-split-17.fasta.blastout.taxid_serveur_lineage:Ga0137373_10192597_3300012532:98-229,DQ282613.1,97.67399999999999,43,1,0,1,43,2,44,8.14e-10,75.0 27381 27381,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Funneliformis;Funneliformis mosseae;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1117308;27381;,*Microbiome,Permanent Draft,"Vadose zone soil and rhizosphere microbial communities from the  Eel River Critical Zone Observatory, Northern California to study diel carbon cycling","Vadose zone soil microbial communities from Sagehorn Ranch, Mendocino, California, USA - Sage1_R_80_16 metaG",DOE Joint Genome Institute (JGI),3300012532,Soil,Unclassified,Unclassified,"Vadose zone soil and rhizosphere microbial communities from the  Eel River Critical Zone Observatory, Northern California to study diel carbon cycling",39.5673,-123.4758,2179858532,4021147,
3300012532,Ga0137373_10203632,AllrenameHeader_data2.fa-split-17.fasta.blastout.taxid_serveur_lineage:Ga0137373_10203632_3300012532:199-265,AJ276633.1,95.455,66,3,0,1,66,164,229,1e-19,106 27381 27381,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Funneliformis;Funneliformis mosseae;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1117308;27381;,*Microbiome,Permanent Draft,"Vadose zone soil and rhizosphere microbial communities from the  Eel River Critical Zone Observatory, Northern California to study diel carbon cycling","Vadose zone soil microbial communities from Sagehorn Ranch, Mendocino, California, USA - Sage1_R_80_16 metaG",DOE Joint Genome Institute (JGI),3300012532,Soil,Unclassified,Unclassified,"Vadose zone soil and rhizosphere microbial communities from the  Eel River Critical Zone Observatory, Northern California to study diel carbon cycling",39.5673,-123.4758,2179858532,4021147,
3300012532,Ga0137373_10228831,AllrenameHeader_data2.fa-split-17.fasta.blastout.taxid_serveur_lineage:Ga0137373_10228831_3300012532:306-349,FJ174295.1,94.595,37,1,1,1,37,37,72,3.6099999999999997e-05,56.5 1838035 1838035,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Septoglomus;Septoglomus deserticola;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1144751;1838035;,*Microbiome,Permanent Draft,"Vadose zone soil and rhizosphere microbial communities from the  Eel River Critical Zone Observatory, Northern California to study diel carbon cycling","Vadose zone soil microbial communities from Sagehorn Ranch, Mendocino, California, USA - Sage1_R_80_16 metaG",DOE Joint Genome Institute (JGI),3300012532,Soil,Unclassified,Unclassified,"Vadose zone soil and rhizosphere microbial communities from the  Eel River Critical Zone Observatory, Northern California to study diel carbon cycling",39.5673,-123.4758,2179858532,4021147,
3300001686,C688J18823_10068675,AllrenameHeader_data2.fa-split-1.fasta.blastout.taxid_serveur_lineage:C688J18823_10068675_3300001686:595-887,AJ938173.1,89.15700000000001,249,14,11,20,264,332,571,1.1699999999999999e-76,298 4876 4876,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus intraradices;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1129544;4876;,*Microbiome,Permanent Draft,"Soil microbial communities from Mediterranean grasslands, California","Grasslands soil microbial communities from Hopland, California, USA",DOE Joint Genome Institute (JGI),3300001686,Soil,Loam,Grasslands,"Soil microbial communities from Mediterranean grasslands, California",38.99297339,-123.06744909999999,2209171209,5305512,
3300025912,Ga0207707_10362332,AllrenameHeader_data2.fa-split-29.fasta.blastout.taxid_serveur_lineage:Ga0207707_10362332_3300025912:145-490,FN377860.2,92.30799999999999,325,8,4,17,333,4214,4529,4.749999999999998e-121,446 1117309 1117309,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Funneliformis;Funneliformis coronatus;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1117308;1117309;,*Microbiome,Permanent Draft,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA","Corn rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS C8-3B metaG (SPAdes)",DOE Joint Genome Institute (JGI),3300025912,Soil,Loam,Agricultural soil,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA",42.3948,-85.3738,3005332004,6494425,
3300025912,Ga0207707_10501827,AllrenameHeader_data2.fa-split-29.fasta.blastout.taxid_serveur_lineage:Ga0207707_10501827_3300025912:32-610,AM950211.1,100.0,578,0,0,1,578,1977,2554,0.0,1068 4876 4876,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus intraradices;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1129544;4876;,*Microbiome,Permanent Draft,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA","Corn rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS C8-3B metaG (SPAdes)",DOE Joint Genome Institute (JGI),3300025912,Soil,Loam,Agricultural soil,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA",42.3948,-85.3738,3005332004,6494425,
3300002568,C688J35102_110110644,AllrenameHeader_data2.fa-split-2.fasta.blastout.taxid_serveur_lineage:C688J35102_110110644_3300002568:109-161,AJ841289.1,96.154,52,2,0,1,52,813,864,8.06e-14,86.1 231055 231055,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;environmental samples;uncultured Glomus;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;231054;231055;,*Microbiome,Permanent Draft,"Soil microbial communities from Mediterranean grasslands, California","Grasslands soil microbial communities from Hopland, California, USA - 2",DOE Joint Genome Institute (JGI),3300002568,Soil,Loam,Grasslands,"Soil microbial communities from Mediterranean grasslands, California",38.99297339,-123.06744909999999,7938673520,23205722,
3300002568,C688J35102_119259364,AllrenameHeader_data2.fa-split-2.fasta.blastout.taxid_serveur_lineage:C688J35102_119259364_3300002568:479-569,FN377860.2,98.113,53,1,0,29,81,4477,4529,1.3300000000000001e-15,93.5 1117309 1117309,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Funneliformis;Funneliformis coronatus;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1117308;1117309;,*Microbiome,Permanent Draft,"Soil microbial communities from Mediterranean grasslands, California","Grasslands soil microbial communities from Hopland, California, USA - 2",DOE Joint Genome Institute (JGI),3300002568,Soil,Loam,Grasslands,"Soil microbial communities from Mediterranean grasslands, California",38.99297339,-123.06744909999999,7938673520,23205722,
3300002568,C688J35102_120781595,AllrenameHeader_data2.fa-split-2.fasta.blastout.taxid_serveur_lineage:C688J35102_120781595_3300002568:1481-1560,FN377860.2,98.734,79,1,0,1,79,1789,1867,3.7999999999999996e-30,141 1117309 1117309,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Funneliformis;Funneliformis coronatus;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1117308;1117309;,*Microbiome,Permanent Draft,"Soil microbial communities from Mediterranean grasslands, California","Grasslands soil microbial communities from Hopland, California, USA - 2",DOE Joint Genome Institute (JGI),3300002568,Soil,Loam,Grasslands,"Soil microbial communities from Mediterranean grasslands, California",38.99297339,-123.06744909999999,7938673520,23205722,
3300026304,Ga0209240_1002484,AllrenameHeader_data2.fa-split-30.fasta.blastout.taxid_serveur_lineage:Ga0209240_1002484_3300026304:3702-3819,AB555658.1,100.0,117,0,0,1,117,14,130,1.1e-52,217 231055 231055,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;environmental samples;uncultured Glomus;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;231054;231055;,*Microbiome,Permanent Draft,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA","Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample 9_17_2013_80cm (SPAdes)",DOE Joint Genome Institute (JGI),3300026304,Soil,Unclassified,Grasslands,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA",39.7392,-123.6308,470071019,881034,
3300027908,Ga0209006_10471627,AllrenameHeader_data2.fa-split-33.fasta.blastout.taxid_serveur_lineage:Ga0209006_10471627_3300027908:368-739,FN377860.2,96.831,284,3,3,1,279,1261,1543,3.0599999999999994e-128,470 1117309 1117309,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Funneliformis;Funneliformis coronatus;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1117308;1117309;,*Microbiome,Permanent Draft,Forest soil microbial communities from multiple locations in Canada and USA,"Forest soil microbial communities from Algoma, Ontario, Canada - Jack Pine, Ontario site 1_JW_Ref_O2 (SPAdes)",DOE Joint Genome Institute (JGI),3300027908,Soil,Loam,Forest soil,Forest soil microbial communities from multiple locations in Canada and USA,46.42,-83.37,3041230817,6730306,
3300027965,Ga0209062_1030864,AllrenameHeader_data2.fa-split-33.fasta.blastout.taxid_serveur_lineage:Ga0209062_1030864_3300027965:2320-2432,FJ648425.1,95.946,74,1,2,39,112,1483,1554,2.9899999999999994e-23,119 4876 4876,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus intraradices;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1129544;4876;,*Microbiome,Permanent Draft,"Surface soil microbial communities from  Centralia Pennsylvania, which are recovering from an underground coalmine fire.","Surface soil microbial communities from Centralia Pennsylvania, which are recovering from an underground coalmine fire - Coalmine Soil_Cen12_06102014_R2 (SPAdes)",DOE Joint Genome Institute (JGI),3300027965,Soil,Unclassified,Unclassified,"Surface soil microbial communities from  Centralia Pennsylvania, which are recovering from an underground coalmine fire.",40.7999,-76.3402,858410333,1366483,
3300027869,Ga0209579_10197864,AllrenameHeader_data2.fa-split-33.fasta.blastout.taxid_serveur_lineage:Ga0209579_10197864_3300027869:510-996,AM950206.1,84.551,479,43,15,5,474,703,1159,6.889999999999999e-121,446 4876 4876,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus intraradices;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1129544;4876;,*Microbiome,Permanent Draft,"Surface soil microbial communities from  Centralia Pennsylvania, which are recovering from an underground coalmine fire.","Surface soil microbial communities from Centralia Pennsylvania, which are recovering from an underground coalmine fire - Coalmine Soil_Cen03_05102014_R1 (SPAdes)",DOE Joint Genome Institute (JGI),3300027869,Soil,Unclassified,Unclassified,"Surface soil microbial communities from  Centralia Pennsylvania, which are recovering from an underground coalmine fire.",40.7999,-76.3402,1549735488,3386745,
3300028809,Ga0247824_10035820,AllrenameHeader_data2.fa-split-35.fasta.blastout.taxid_serveur_lineage:Ga0247824_10035820_3300028809:784-1036,FM876840.3,93.249,237,13,3,2,236,56,291,3.479999999999999e-91,346 50956 50956,Glomeromycotina;Glomeromycetes;Archaeosporales;Geosiphonaceae;Geosiphon;Geosiphon pyriformis;,;131567;2759;33154;4751;112252;1913637;214504;214506;1133283;214505;50955;50956;,*Microbiome,Permanent Draft,"Soil microbial communities from agricultural site in Penn Yan, New York, United States","Soil microbial communities from agricultural site in Penn Yan, New York, United States - 13C_PalmiticAcid_Day48",DOE Joint Genome Institute (JGI),3300028809,Soil,Unclassified,Agricultural,"Soil microbial communities from agricultural site in Penn Yan, New York, United States",42.673,-77.032,2660936518,7078793,
3300028798,Ga0302222_10020022,AllrenameHeader_data2.fa-split-35.fasta.blastout.taxid_serveur_lineage:Ga0302222_10020022_3300028798:980-1102,KF849578.1,90.566,106,9,1,14,119,1432,1536,2.59e-29,139 231055 231055,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;environmental samples;uncultured Glomus;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;231054;231055;,*Microbiome,Permanent Draft,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden","Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - II_Palsa_E2_2",DOE Joint Genome Institute (JGI),3300028798,Peat,Unclassified,Unclassified,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden",68.3535,19.0473,935699039,2112960,
3300030004,Ga0302186_10013967,AllrenameHeader_data2.fa-split-36.fasta.blastout.taxid_serveur_lineage:Ga0302186_10013967_3300030004:959-1080,KF849578.1,97.26,73,2,0,49,121,1467,1539,7.16e-25,124 231055 231055,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;environmental samples;uncultured Glomus;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;231054;231055;,*Microbiome,Permanent Draft,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden","Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - II_Bog_E1_1",DOE Joint Genome Institute (JGI),3300030004,Peat,Unclassified,Unclassified,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden",68.3532,19.0477,747379628,1430091,
3300029986,Ga0302188_10114757,AllrenameHeader_data2.fa-split-36.fasta.blastout.taxid_serveur_lineage:Ga0302188_10114757_3300029986:765-893,KF849578.1,97.26,73,2,0,56,128,1467,1539,7.73e-25,124 231055 231055,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;environmental samples;uncultured Glomus;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;231054;231055;,*Microbiome,Permanent Draft,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden","Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - II_Bog_E2_1",DOE Joint Genome Institute (JGI),3300029986,Peat,Unclassified,Unclassified,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden",68.3532,19.0477,1024934212,2151615,
3300030043,Ga0302306_10074735,AllrenameHeader_data2.fa-split-37.fasta.blastout.taxid_serveur_lineage:Ga0302306_10074735_3300030043:239-878,MG664502.1,93.88600000000001,458,24,4,158,615,713,1166,0.0,688 241622 241622,Glomeromycotina;environmental samples;uncultured Glomeromycotina;,;131567;2759;33154;4751;112252;1913637;214504;241592;241622;,*Microbiome,Permanent Draft,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden","Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - III_Palsa_E3_1",DOE Joint Genome Institute (JGI),3300030043,Peat,Unclassified,Unclassified,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden",68.3535,19.0473,788302655,1613234,
3300031228,Ga0299914_10056842,AllrenameHeader_data2.fa-split-38.fasta.blastout.taxid_serveur_lineage:Ga0299914_10056842_3300031228:1934-2773,FN377579.1,99.035,829,7,1,1,828,641,1469,0.0,1485 231055 231055,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;environmental samples;uncultured Glomus;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;231054;231055;,*Microbiome,Permanent Draft,Soil microbial communities from uranium-contaminated sites across the Upper Colorado River Basin region,"Soil microbial communities from uranium-contaminated site in the Upper Colorado River Basin, Wyoming, United States - RVT153D57",DOE Joint Genome Institute (JGI),3300031228,Soil,Unclassified,Uranium contaminated,Soil microbial communities from uranium-contaminated sites across the Upper Colorado River Basin region,42.9888,-108.3994,2919355044,6372491,
3300031228,Ga0299914_10469983,AllrenameHeader_data2.fa-split-38.fasta.blastout.taxid_serveur_lineage:Ga0299914_10469983_3300031228:615-739,FN377860.2,100.0,124,0,0,1,124,1790,1913,1.5200000000000001e-56,230 1117309 1117309,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Funneliformis;Funneliformis coronatus;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1117308;1117309;,*Microbiome,Permanent Draft,Soil microbial communities from uranium-contaminated sites across the Upper Colorado River Basin region,"Soil microbial communities from uranium-contaminated site in the Upper Colorado River Basin, Wyoming, United States - RVT153D57",DOE Joint Genome Institute (JGI),3300031228,Soil,Unclassified,Uranium contaminated,Soil microbial communities from uranium-contaminated sites across the Upper Colorado River Basin region,42.9888,-108.3994,2919355044,6372491,
3300031233,Ga0302307_10163138,AllrenameHeader_data2.fa-split-38.fasta.blastout.taxid_serveur_lineage:Ga0302307_10163138_3300031233:775-901,KF849578.1,90.566,106,9,1,18,123,1432,1536,2.7e-29,139 231055 231055,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;environmental samples;uncultured Glomus;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;231054;231055;,*Microbiome,Permanent Draft,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden","Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - III_Palsa_E3_2",DOE Joint Genome Institute (JGI),3300031233,Peat,Unclassified,Unclassified,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden",68.3535,19.0473,1364551461,2961011,
3300031027,Ga0302308_10156800,AllrenameHeader_data2.fa-split-38.fasta.blastout.taxid_serveur_lineage:Ga0302308_10156800_3300031027:254-892,MG664502.1,93.88600000000001,458,24,4,157,614,713,1166,0.0,688 241622 241622,Glomeromycotina;environmental samples;uncultured Glomeromycotina;,;131567;2759;33154;4751;112252;1913637;214504;241592;241622;,*Microbiome,Permanent Draft,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden","Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - III_Palsa_E3_3",DOE Joint Genome Institute (JGI),3300031027,Peat,Unclassified,Unclassified,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden",68.3535,19.0473,1598633742,3217378,
3300030687,Ga0302309_10157473,AllrenameHeader_data2.fa-split-38.fasta.blastout.taxid_serveur_lineage:Ga0302309_10157473_3300030687:2-585,MG664502.1,93.88600000000001,458,24,4,102,559,713,1166,0.0,688 241622 241622,Glomeromycotina;environmental samples;uncultured Glomeromycotina;,;131567;2759;33154;4751;112252;1913637;214504;241592;241622;,*Microbiome,Permanent Draft,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden","Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - III_Palsa_N1_1",DOE Joint Genome Institute (JGI),3300030687,Peat,Unclassified,Unclassified,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden",68.3535,19.0473,1244054602,2518185,
3300030687,Ga0302309_10164798,AllrenameHeader_data2.fa-split-38.fasta.blastout.taxid_serveur_lineage:Ga0302309_10164798_3300030687:775-901,KF849578.1,90.566,106,9,1,18,123,1432,1536,2.7e-29,139 231055 231055,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;environmental samples;uncultured Glomus;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;231054;231055;,*Microbiome,Permanent Draft,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden","Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - III_Palsa_N1_1",DOE Joint Genome Institute (JGI),3300030687,Peat,Unclassified,Unclassified,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden",68.3535,19.0473,1244054602,2518185,
3300030737,Ga0302310_10077448,AllrenameHeader_data2.fa-split-38.fasta.blastout.taxid_serveur_lineage:Ga0302310_10077448_3300030737:91-734,MG664502.1,93.88600000000001,458,24,4,162,619,713,1166,0.0,688 241622 241622,Glomeromycotina;environmental samples;uncultured Glomeromycotina;,;131567;2759;33154;4751;112252;1913637;214504;241592;241622;,*Microbiome,Permanent Draft,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden","Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - III_Palsa_N1_2",DOE Joint Genome Institute (JGI),3300030737,Peat,Unclassified,Unclassified,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden",68.3535,19.0473,1425455319,2893408,
3300005179,Ga0066684_10246309,AllrenameHeader_data2.fa-split-3.fasta.blastout.taxid_serveur_lineage:Ga0066684_10246309_3300005179:894-1172,AJ938173.1,95.397,239,7,4,43,278,332,569,1.3799999999999995e-100,377 4876 4876,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus intraradices;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1129544;4876;,*Microbiome,Permanent Draft,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA","Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_133",DOE Joint Genome Institute (JGI),3300005179,Soil,Unclassified,Grasslands,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA",39.7392,-123.6308,2595903372,7152163,
3300005179,Ga0066684_10347236,AllrenameHeader_data2.fa-split-3.fasta.blastout.taxid_serveur_lineage:Ga0066684_10347236_3300005179:571-857,FN377860.2,87.251,251,27,5,12,260,4282,4529,1.1499999999999997e-71,281 1117309 1117309,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Funneliformis;Funneliformis coronatus;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1117308;1117309;,*Microbiome,Permanent Draft,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA","Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_133",DOE Joint Genome Institute (JGI),3300005179,Soil,Unclassified,Grasslands,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA",39.7392,-123.6308,2595903372,7152163,
3300005336,Ga0070680_100175326,AllrenameHeader_data2.fa-split-3.fasta.blastout.taxid_serveur_lineage:Ga0070680_100175326_3300005336:604-696,FJ648425.1,100.0,92,0,0,1,92,1465,1556,6.179999999999999e-39,171 4876 4876,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus intraradices;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1129544;4876;,*Microbiome,Permanent Draft,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA","Corn rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS C7-3B metaG",DOE Joint Genome Institute (JGI),3300005336,Soil,Loam,Agricultural soil,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA",42.3948,-85.3738,4610750890,12357604,
3300005336,Ga0070680_100253685,AllrenameHeader_data2.fa-split-4.fasta.blastout.taxid_serveur_lineage:Ga0070680_100253685_3300005336:50-176,FN377860.2,97.63799999999999,127,2,1,1,126,1791,1917,1.2099999999999998e-52,217 1117309 1117309,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Funneliformis;Funneliformis coronatus;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1117308;1117309;,*Microbiome,Permanent Draft,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA","Corn rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS C7-3B metaG",DOE Joint Genome Institute (JGI),3300005336,Soil,Loam,Agricultural soil,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA",42.3948,-85.3738,4610750890,12357604,
3300005336,Ga0070680_104843072,AllrenameHeader_data2.fa-split-4.fasta.blastout.taxid_serveur_lineage:Ga0070680_104843072_3300005336:1-313,AJ841805.1,99.681,313,0,1,1,312,1295,1607,6.719999999999998e-159,571 4876 4876,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus intraradices;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1129544;4876;,*Microbiome,Permanent Draft,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA","Corn rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS C7-3B metaG",DOE Joint Genome Institute (JGI),3300005336,Soil,Loam,Agricultural soil,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA",42.3948,-85.3738,4610750890,12357604,
